Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Property_Area,Employment_Type,Age,Monthly_Expenses,Savings_Amount,Existing_Loans,Loan_Purpose,Loan_Status
LN2226,Male,Yes,2,Not Graduate,Yes,345011,99071,71200,300,0,Urban,Private,33,48967,605889,1,Home,Rejected
LN2227,Female,Yes,3,Graduate,Yes,441674,182268,102700,300,1,Urban,Business,37,22159,904378,2,Education,Approved
LN2228,Male,Yes,1,Not Graduate,Yes,471000,96774,78700,180,1,Urban,Government,38,68940,364260,1,Personal,Approved
LN2229,Male,No,2,Not Graduate,No,313567,26715,71200,180,1,Rural,Business,44,33900,567965,1,Vehicle,Approved
LN2230,Female,Yes,2,Not Graduate,No,171635,27605,35900,180,1,Rural,Business,35,31440,560472,1,Vehicle,Approved
LN2231,Female,Yes,3,Graduate,Yes,469947,99853,108900,360,1,Rural,Government,28,34678,678474,0,Vehicle,Approved
LN2232,Female,Yes,0,Graduate,No,316184,31174,106500,300,1,Semiurban,Government,53,67204,899326,2,Home,Approved
LN2233,Female,No,0,Not Graduate,Yes,398090,141028,46500,180,1,Semiurban,Private,36,32021,739995,1,Home,Approved
LN2234,Female,No,1,Graduate,Yes,417348,76373,64300,240,1,Urban,Private,38,26772,843897,1,Vehicle,Approved
LN2235,Female,Yes,3,Not Graduate,No,282958,69252,74800,240,0,Rural,Business,55,21627,631042,2,Personal,Approved
LN2236,Female,No,0,Graduate,Yes,377707,193021,91300,360,1,Urban,Business,26,64432,279047,1,Personal,Rejected
LN2237,Female,Yes,3,Graduate,Yes,192324,193718,113900,360,1,Rural,Private,48,28219,142850,0,Home,Approved
LN2238,Male,Yes,0,Graduate,No,323536,70017,67400,120,1,Rural,Private,44,43464,946197,1,Vehicle,Rejected
LN2239,Female,No,2,Graduate,Yes,332944,63037,111200,120,1,Rural,Government,35,71137,790479,0,Personal,Rejected
LN2240,Female,Yes,0,Not Graduate,Yes,371991,89818,76900,120,1,Semiurban,Private,36,50232,404835,0,Personal,Approved
LN2241,Male,No,3,Not Graduate,Yes,126155,6548,36800,360,1,Semiurban,Private,54,62481,613159,1,Personal,Approved
LN2242,Female,No,2,Not Graduate,Yes,441815,116981,102300,360,1,Rural,Business,52,28488,243946,2,Home,Approved
LN2243,Male,Yes,2,Graduate,No,216891,154249,34600,360,1,Urban,Private,56,54949,520949,0,Vehicle,Rejected
LN2244,Male,Yes,2,Not Graduate,No,445454,24022,23000,240,1,Rural,Business,38,64362,865943,2,Education,Rejected
LN2245,Female,No,3,Not Graduate,No,249381,106297,45200,360,0,Rural,Private,49,71448,917392,1,Vehicle,Approved
LN2246,Male,Yes,1,Not Graduate,Yes,231691,136614,29500,240,1,Urban,Government,40,59932,902208,0,Vehicle,Approved
LN2247,Male,Yes,1,Graduate,Yes,134707,60428,102900,120,1,Rural,Private,44,38981,299200,1,Home,Rejected
LN2248,Male,Yes,1,Graduate,No,443681,153812,112100,120,0,Urban,Private,53,20901,775527,2,Personal,Approved
LN2249,Male,No,3,Graduate,Yes,297576,59353,74400,120,1,Semiurban,Private,34,42444,356606,1,Personal,Rejected
LN2250,Female,No,2,Not Graduate,Yes,278686,113132,32600,180,1,Semiurban,Business,41,62058,504598,1,Home,Rejected
LN2251,Male,Yes,1,Not Graduate,Yes,322500,187604,80000,180,1,Urban,Government,56,38061,533410,0,Home,Approved
LN2252,Female,No,3,Not Graduate,Yes,453299,16052,36400,300,1,Semiurban,Private,26,22881,808741,1,Home,Approved
LN2253,Male,No,1,Graduate,No,362425,100689,74500,300,1,Semiurban,Business,30,49863,606862,1,Home,Approved
LN2254,Male,No,0,Graduate,No,258492,178148,31000,300,0,Urban,Government,50,65826,676360,1,Home,Approved
LN2255,Male,No,1,Not Graduate,No,270102,184492,104200,180,1,Semiurban,Business,27,25622,485126,0,Education,Approved
LN2256,Male,No,1,Graduate,Yes,494274,131743,55600,180,1,Rural,Business,46,77204,254603,2,Vehicle,Rejected
LN2257,Female,Yes,2,Graduate,No,317285,163,82400,300,1,Rural,Government,52,21378,730546,2,Vehicle,Rejected
LN2258,Female,Yes,3,Graduate,No,438404,41424,108100,300,1,Urban,Private,43,37632,728173,1,Vehicle,Rejected
LN2259,Male,Yes,2,Graduate,Yes,259476,184816,68700,360,1,Semiurban,Business,23,48311,784172,0,Personal,Approved
LN2260,Male,No,2,Not Graduate,Yes,334554,141706,57500,300,1,Rural,Business,26,25650,790885,1,Education,Rejected
LN2261,Female,No,2,Graduate,No,260928,135870,108500,360,1,Rural,Private,48,65201,914714,2,Vehicle,Approved
LN2262,Male,Yes,2,Graduate,No,240272,22420,25500,240,0,Semiurban,Private,46,75231,159779,0,Personal,Approved
LN2263,Male,No,2,Graduate,No,426322,120575,28900,180,1,Semiurban,Government,29,62224,68557,2,Education,Approved
LN2264,Male,Yes,1,Graduate,No,396141,29300,108000,300,1,Rural,Government,22,79251,209132,2,Education,Approved
LN2265,Female,Yes,2,Not Graduate,Yes,219273,89881,64500,180,0,Rural,Government,41,27036,502082,0,Personal,Rejected
LN2266,Female,Yes,2,Not Graduate,No,272307,10749,14000,180,1,Urban,Private,44,59255,384248,0,Education,Approved
LN2267,Female,No,3,Graduate,No,348500,104131,40600,180,1,Urban,Business,53,70210,806265,1,Personal,Approved
LN2268,Male,No,0,Graduate,Yes,266129,156193,104200,240,1,Rural,Business,32,71200,527793,1,Vehicle,Approved
LN2269,Male,Yes,1,Graduate,No,232311,128563,43700,120,1,Urban,Government,45,42499,711440,2,Personal,Approved
LN2270,Female,Yes,1,Graduate,Yes,334746,37487,119800,300,1,Rural,Private,32,57016,194926,0,Education,Approved
LN2271,Female,Yes,1,Graduate,Yes,345546,164433,105200,120,1,Rural,Business,50,71628,958445,0,Vehicle,Approved
LN2272,Female,Yes,2,Graduate,Yes,296733,21223,37800,120,1,Urban,Government,47,24603,773055,1,Vehicle,Approved
LN2273,Female,No,2,Not Graduate,No,226945,72930,99500,120,0,Urban,Business,37,47773,732385,2,Home,Approved
LN2274,Male,No,2,Graduate,No,145272,145128,37200,180,1,Semiurban,Business,56,39937,234054,2,Home,Rejected
LN2275,Female,Yes,3,Not Graduate,Yes,451537,28380,93600,360,1,Semiurban,Private,41,32632,615369,1,Education,Approved
LN2276,Male,Yes,0,Not Graduate,No,423356,26035,71900,180,1,Semiurban,Private,24,50607,971872,0,Personal,Approved
LN2277,Female,No,2,Graduate,No,246470,30620,96100,180,1,Rural,Business,22,46337,804981,1,Personal,Approved
LN2278,Male,No,0,Not Graduate,Yes,220030,150949,103000,120,1,Urban,Government,22,20220,431325,1,Education,Approved
LN2279,Female,Yes,3,Not Graduate,Yes,418647,186388,38800,180,1,Rural,Private,38,66994,863526,1,Vehicle,Approved
LN2280,Female,Yes,1,Not Graduate,No,499854,195113,82300,120,0,Urban,Business,23,24818,378910,1,Education,Approved
LN2281,Female,Yes,2,Not Graduate,Yes,106570,117360,99200,360,1,Rural,Private,50,76344,919485,0,Education,Rejected
LN2282,Female,No,0,Not Graduate,No,430929,53352,37100,300,1,Semiurban,Private,41,73775,205063,1,Vehicle,Approved
LN2283,Male,No,0,Not Graduate,No,109110,161983,118900,120,1,Semiurban,Private,27,27349,837733,0,Personal,Rejected
LN2284,Female,No,2,Graduate,No,179141,163856,58200,360,0,Semiurban,Business,29,25618,733970,1,Education,Rejected
LN2285,Male,Yes,1,Not Graduate,No,112115,3191,103500,300,1,Rural,Government,50,47464,655751,2,Personal,Approved
LN2286,Male,Yes,1,Not Graduate,Yes,139062,164232,34700,240,1,Urban,Government,54,62624,740038,0,Education,Approved
LN2287,Male,No,1,Not Graduate,Yes,385055,90536,25500,120,1,Urban,Government,24,76361,336610,2,Vehicle,Approved
LN2288,Male,No,3,Graduate,Yes,204061,104576,117000,120,0,Semiurban,Private,56,57344,523656,1,Vehicle,Rejected
LN2289,Female,Yes,0,Not Graduate,Yes,394700,195713,55300,240,1,Semiurban,Business,26,38255,76081,1,Home,Rejected
LN2290,Male,No,0,Graduate,No,490479,180795,30000,240,1,Semiurban,Private,48,44299,74354,1,Vehicle,Approved
LN2291,Male,No,0,Not Graduate,No,101969,3631,22300,120,1,Semiurban,Government,33,67975,667585,0,Home,Rejected
LN2292,Male,Yes,3,Graduate,Yes,405897,137244,10000,240,1,Urban,Government,41,21462,854732,2,Education,Approved
LN2293,Female,No,0,Graduate,No,497686,42080,106700,180,1,Rural,Business,41,74673,114384,0,Personal,Rejected
LN2294,Female,Yes,3,Not Graduate,No,221863,90353,95400,300,1,Rural,Private,30,35905,931459,0,Vehicle,Rejected
LN2295,Female,Yes,1,Not Graduate,No,372369,151353,73900,300,1,Rural,Government,25,44920,695972,1,Vehicle,Approved
LN2296,Female,Yes,2,Graduate,Yes,223008,28671,29000,300,1,Rural,Business,40,36252,897324,2,Vehicle,Approved
LN2297,Male,Yes,0,Not Graduate,Yes,254268,122811,61500,180,1,Semiurban,Private,59,61004,85525,1,Education,Approved
LN2298,Male,Yes,0,Graduate,Yes,205823,182503,54100,240,1,Semiurban,Private,48,60581,994036,0,Home,Approved
LN2299,Female,Yes,1,Graduate,No,375813,127734,24200,360,0,Semiurban,Government,34,54836,56464,1,Education,Rejected
LN2300,Male,Yes,2,Graduate,Yes,486542,159674,63200,240,1,Rural,Government,34,25753,590850,2,Personal,Approved
LN2301,Male,No,3,Graduate,Yes,210677,51399,32600,120,0,Semiurban,Private,43,60005,943824,1,Education,Approved
LN2302,Male,Yes,2,Graduate,Yes,346958,154544,104800,300,1,Semiurban,Private,49,34175,629802,2,Personal,Approved
LN2303,Female,Yes,1,Not Graduate,Yes,148320,180302,55900,240,1,Urban,Government,43,76168,425572,2,Vehicle,Rejected
LN2304,Female,No,1,Graduate,Yes,246649,7099,65000,360,1,Urban,Private,40,26191,162564,1,Personal,Approved
LN2305,Male,No,2,Graduate,Yes,225354,156503,49200,120,1,Semiurban,Government,29,37898,420191,0,Personal,Approved
LN2306,Female,No,3,Not Graduate,No,188009,56492,94400,180,0,Urban,Private,29,38982,517435,1,Home,Approved
LN2307,Female,Yes,3,Graduate,No,357437,96722,30900,180,1,Urban,Government,47,34622,606922,0,Personal,Rejected
LN2308,Female,No,0,Not Graduate,Yes,128625,178756,74500,360,1,Semiurban,Business,47,21001,836492,0,Personal,Rejected
LN2309,Female,Yes,3,Not Graduate,Yes,312112,30111,31800,120,1,Semiurban,Government,44,70185,845701,1,Education,Approved
LN2310,Female,Yes,2,Not Graduate,No,386233,63936,50600,300,0,Semiurban,Government,34,67645,244215,0,Vehicle,Approved
LN2311,Male,Yes,1,Graduate,No,136487,153686,98700,240,1,Semiurban,Business,49,63000,597353,0,Education,Approved
LN2312,Female,Yes,0,Graduate,Yes,328071,173063,65700,120,1,Rural,Private,30,43283,315039,1,Education,Approved
LN2313,Male,No,0,Graduate,Yes,472592,60920,64900,180,1,Rural,Business,41,77617,393003,1,Vehicle,Approved
LN2314,Male,No,1,Not Graduate,Yes,412282,63530,24100,360,1,Semiurban,Government,40,41435,717712,1,Vehicle,Rejected
LN2315,Female,Yes,3,Graduate,Yes,273895,167296,71100,360,1,Urban,Private,33,47223,154127,0,Personal,Approved
LN2316,Male,Yes,1,Not Graduate,No,416205,7788,60000,240,1,Semiurban,Business,36,79123,146426,2,Personal,Rejected
LN2317,Male,Yes,3,Graduate,Yes,201376,28082,93900,360,1,Semiurban,Private,52,57244,999520,0,Home,Approved
LN2318,Male,No,1,Not Graduate,Yes,441278,123287,80100,360,1,Urban,Private,35,50024,242376,2,Education,Approved
LN2319,Female,Yes,2,Graduate,Yes,409199,89570,69500,120,1,Rural,Business,32,69630,61962,1,Vehicle,Approved
LN2320,Female,Yes,3,Graduate,Yes,343341,101015,38000,300,1,Semiurban,Private,47,50734,83302,2,Personal,Approved
LN2321,Male,No,2,Graduate,No,381652,83588,52300,240,1,Semiurban,Business,48,20515,397526,1,Vehicle,Approved
LN2322,Female,No,0,Not Graduate,No,258056,147603,95500,120,1,Rural,Government,32,65246,54011,1,Personal,Approved
LN2323,Female,Yes,1,Not Graduate,No,210169,88340,36900,300,1,Rural,Private,59,21191,966148,2,Home,Approved
LN2324,Female,No,0,Graduate,Yes,370269,94439,25300,120,1,Urban,Government,55,52264,69782,1,Home,Approved
LN2325,Female,No,0,Graduate,Yes,136059,175929,71300,120,1,Rural,Government,40,63628,248763,2,Vehicle,Approved
LN2326,Male,Yes,0,Not Graduate,No,203409,141214,76100,360,0,Rural,Private,27,66216,694942,1,Home,Rejected
LN2327,Male,No,0,Not Graduate,Yes,105704,115053,18200,300,1,Rural,Business,59,26297,482941,0,Vehicle,Approved
LN2328,Female,Yes,1,Not Graduate,Yes,304456,48355,104600,240,1,Urban,Private,49,78755,583484,0,Personal,Rejected
LN2329,Female,No,0,Graduate,No,318200,140938,99800,240,1,Rural,Government,22,47856,93459,1,Education,Approved
LN2330,Male,Yes,1,Not Graduate,No,211279,125426,38300,300,1,Rural,Government,56,69423,661533,1,Home,Rejected
LN2331,Male,Yes,1,Graduate,No,258280,64027,107900,360,1,Urban,Business,29,28334,572829,2,Personal,Approved
LN2332,Female,Yes,2,Not Graduate,No,218516,188978,27200,180,1,Rural,Private,28,44162,653151,0,Education,Rejected
LN2333,Male,No,3,Graduate,Yes,297096,159210,118600,120,1,Rural,Government,32,26008,959638,2,Education,Approved
LN2334,Female,Yes,3,Not Graduate,Yes,476188,92601,119600,360,1,Urban,Government,25,27987,824751,1,Education,Approved
LN2335,Female,No,1,Not Graduate,No,332549,29956,86200,300,1,Semiurban,Government,46,50966,413154,1,Personal,Approved
LN2336,Male,Yes,2,Not Graduate,Yes,129165,104797,73200,120,1,Urban,Business,33,23332,82769,2,Personal,Approved
LN2337,Male,Yes,1,Not Graduate,No,167203,124917,88600,240,1,Rural,Government,47,20787,419673,1,Vehicle,Approved
LN2338,Female,No,1,Not Graduate,No,366258,126303,104200,180,1,Rural,Government,59,58990,830721,0,Education,Approved
LN2339,Female,Yes,1,Graduate,Yes,136321,136511,111100,240,1,Rural,Private,33,29873,74700,2,Education,Approved
LN2340,Male,Yes,2,Not Graduate,No,435441,178313,49700,300,0,Urban,Private,58,37006,821152,0,Education,Rejected
LN2341,Female,No,3,Not Graduate,Yes,458796,42533,103300,120,1,Rural,Government,45,40225,785716,0,Vehicle,Approved
LN2342,Male,Yes,2,Not Graduate,Yes,461448,159342,77500,300,0,Rural,Government,37,56444,281237,0,Education,Approved
LN2343,Female,Yes,0,Graduate,Yes,345014,78815,103500,120,1,Urban,Private,34,55340,841701,2,Personal,Approved
LN2344,Male,Yes,2,Not Graduate,Yes,256498,39279,56400,360,0,Semiurban,Business,46,59683,958063,1,Education,Approved
LN2345,Male,Yes,2,Graduate,No,117772,109787,38500,180,0,Semiurban,Business,25,25033,356024,0,Home,Approved
LN2346,Male,No,2,Not Graduate,Yes,465898,154960,36400,360,1,Rural,Business,32,27788,164003,0,Personal,Approved
LN2347,Female,No,2,Not Graduate,No,365856,148702,41900,360,1,Urban,Business,53,35689,189392,0,Vehicle,Rejected
LN2348,Female,Yes,3,Graduate,No,494583,61063,77200,300,1,Rural,Business,28,64220,99589,1,Education,Rejected
LN2349,Male,No,0,Not Graduate,No,338389,127896,91900,180,1,Urban,Business,32,41598,300606,1,Home,Rejected
LN2350,Female,Yes,3,Graduate,No,215142,166216,18800,120,1,Urban,Business,49,57480,781636,2,Vehicle,Approved
LN2351,Male,No,3,Graduate,Yes,191736,183233,92000,120,1,Semiurban,Business,44,49703,610185,1,Vehicle,Rejected
LN2352,Male,Yes,2,Not Graduate,Yes,151924,182051,110000,240,1,Semiurban,Private,44,20066,239637,2,Personal,Approved
LN2353,Female,Yes,1,Graduate,No,103726,97661,43300,120,1,Urban,Business,49,68623,736290,2,Vehicle,Approved
LN2354,Female,Yes,1,Not Graduate,No,451296,138051,32100,300,1,Rural,Business,47,65246,762593,2,Vehicle,Approved
LN2355,Male,Yes,3,Not Graduate,Yes,127723,157261,14000,360,1,Semiurban,Business,46,27533,263893,2,Vehicle,Approved
LN2356,Female,Yes,3,Graduate,No,489113,173672,16700,360,1,Rural,Government,50,35103,850812,2,Vehicle,Approved
LN2357,Female,Yes,2,Graduate,Yes,334182,190632,108700,360,1,Semiurban,Private,40,24616,782256,0,Education,Approved
LN2358,Male,No,3,Graduate,No,462638,123257,61300,180,1,Semiurban,Private,54,66045,120934,1,Education,Approved
LN2359,Male,Yes,2,Graduate,Yes,240180,192630,79400,120,1,Rural,Private,57,70292,630118,0,Education,Approved
LN2360,Female,No,1,Not Graduate,No,308786,86205,113900,300,1,Semiurban,Business,35,79658,317673,2,Education,Approved
LN2361,Male,Yes,1,Not Graduate,No,135643,6910,57600,180,1,Semiurban,Business,35,58498,826652,1,Home,Approved
LN2362,Male,No,0,Graduate,Yes,262396,188785,118500,240,1,Rural,Government,56,63492,406742,0,Education,Approved
LN2363,Female,No,1,Not Graduate,No,466040,46857,98000,300,1,Semiurban,Private,51,31772,807582,0,Vehicle,Approved
LN2364,Male,No,3,Not Graduate,No,314432,34964,53100,300,1,Semiurban,Business,49,43849,132987,2,Education,Rejected
LN2365,Male,Yes,1,Not Graduate,Yes,239999,156299,36700,300,1,Semiurban,Private,38,69036,623466,0,Education,Approved
LN2366,Female,Yes,2,Not Graduate,No,455824,137050,115800,360,1,Rural,Government,24,78531,188009,0,Personal,Approved
LN2367,Female,No,1,Graduate,Yes,458690,17153,87800,300,1,Urban,Government,37,73623,434096,0,Vehicle,Approved
LN2368,Male,Yes,0,Graduate,Yes,179973,59765,59300,120,1,Rural,Government,51,32940,614174,0,Education,Approved
LN2369,Male,No,1,Not Graduate,No,425593,108212,76000,300,1,Urban,Private,50,72491,623987,0,Education,Rejected
LN2370,Female,Yes,2,Graduate,No,209834,39071,111200,360,1,Semiurban,Business,36,36932,650684,2,Education,Approved
LN2371,Female,No,2,Graduate,No,336386,112990,115800,300,1,Urban,Business,46,49769,664966,2,Home,Approved
LN2372,Female,No,3,Graduate,No,387681,69519,107600,240,0,Rural,Government,59,76827,599567,0,Education,Rejected
LN2373,Female,Yes,1,Not Graduate,No,439720,9503,58100,240,1,Rural,Business,59,44648,481322,2,Personal,Approved
LN2374,Male,No,2,Not Graduate,No,207522,191775,82700,360,1,Semiurban,Government,44,67411,160776,2,Vehicle,Approved
LN2375,Female,Yes,0,Not Graduate,No,122612,195451,57900,120,1,Urban,Private,46,52966,675732,1,Vehicle,Approved
LN2376,Female,No,3,Graduate,Yes,325049,95457,118800,120,1,Semiurban,Government,28,47777,418444,0,Education,Approved
LN2377,Male,No,0,Not Graduate,No,368615,188938,113100,180,1,Semiurban,Private,43,79125,163793,2,Education,Approved
LN2378,Female,Yes,1,Not Graduate,Yes,266703,147977,44200,360,1,Rural,Government,38,52567,428422,2,Education,Approved
LN2379,Male,Yes,1,Graduate,No,340069,45838,43100,300,1,Urban,Business,39,69723,260809,0,Vehicle,Rejected
LN2380,Female,Yes,1,Not Graduate,No,323131,125200,53700,360,0,Urban,Business,31,37174,221616,1,Vehicle,Approved
LN2381,Female,No,3,Not Graduate,Yes,131348,189351,27300,180,1,Urban,Government,31,62598,415391,0,Home,Approved
LN2382,Female,Yes,2,Graduate,No,295804,89489,65800,360,1,Urban,Business,28,79175,292262,1,Personal,Approved
LN2383,Male,No,3,Graduate,No,363321,26806,62600,360,1,Semiurban,Business,59,79199,583285,0,Home,Rejected
LN2384,Male,No,0,Graduate,Yes,235832,176072,75800,180,1,Semiurban,Business,48,33798,156102,0,Personal,Rejected
LN2385,Female,Yes,3,Not Graduate,No,394923,153240,12500,120,1,Rural,Private,54,37558,922143,0,Home,Approved
LN2386,Male,Yes,0,Not Graduate,No,383780,70119,91900,300,1,Semiurban,Business,22,64237,428189,0,Vehicle,Approved
LN2387,Male,No,3,Not Graduate,No,181889,38714,70400,180,1,Semiurban,Private,55,20178,615148,1,Home,Approved
LN2388,Male,No,2,Graduate,Yes,153551,185165,50500,240,1,Rural,Government,25,71396,315369,1,Personal,Approved
LN2389,Male,Yes,0,Graduate,No,242635,55419,33100,120,1,Rural,Business,38,40470,684402,2,Education,Approved
LN2390,Male,Yes,1,Not Graduate,No,146819,180217,63200,240,0,Rural,Business,25,37118,687506,0,Personal,Approved
LN2391,Male,Yes,1,Not Graduate,No,435914,105432,60400,120,1,Semiurban,Business,47,42616,572070,1,Education,Approved
LN2392,Female,Yes,3,Graduate,No,312781,92949,27800,300,1,Semiurban,Government,25,20798,937196,1,Vehicle,Rejected
LN2393,Female,Yes,1,Graduate,Yes,258059,133533,23100,300,1,Rural,Private,22,27601,157041,1,Personal,Approved
LN2394,Male,No,0,Graduate,Yes,440858,145363,44700,360,0,Rural,Private,28,45363,424368,0,Home,Rejected
LN2395,Female,No,1,Graduate,No,289420,177876,63900,240,1,Rural,Business,51,22795,375800,2,Personal,Approved
LN2396,Female,No,2,Not Graduate,No,124596,76971,87100,120,1,Semiurban,Government,30,51926,495096,1,Education,Approved
LN2397,Female,No,2,Graduate,Yes,426250,93471,17500,300,0,Semiurban,Government,56,65264,766438,0,Vehicle,Approved
LN2398,Female,Yes,3,Not Graduate,Yes,159182,64946,67800,180,1,Urban,Government,29,57356,531862,1,Home,Approved
LN2399,Male,Yes,0,Not Graduate,No,449307,98989,95300,300,1,Semiurban,Government,45,27297,126290,1,Personal,Approved
LN2400,Female,Yes,2,Not Graduate,Yes,401454,84080,29300,180,1,Semiurban,Government,40,23084,106633,2,Education,Approved
LN2401,Female,No,2,Graduate,No,418232,192404,44600,120,1,Semiurban,Private,57,50329,863087,1,Home,Approved
LN2402,Male,No,0,Graduate,Yes,228803,77794,105000,300,1,Rural,Private,48,31110,171118,1,Vehicle,Approved
LN2403,Male,Yes,1,Graduate,Yes,239978,30841,31300,300,1,Semiurban,Private,53,20731,748961,0,Home,Rejected
LN2404,Female,Yes,1,Graduate,Yes,399058,124447,67200,120,1,Rural,Business,35,21129,53114,0,Vehicle,Approved
LN2405,Female,No,3,Not Graduate,Yes,472494,120029,87900,300,1,Urban,Government,39,48022,862934,2,Home,Approved
LN2406,Female,No,1,Graduate,No,145379,179830,36100,180,0,Urban,Business,49,21605,99768,0,Personal,Approved
LN2407,Female,Yes,0,Graduate,Yes,345900,76272,82900,300,1,Rural,Government,50,31970,360272,0,Education,Rejected
LN2408,Female,Yes,2,Not Graduate,Yes,358517,37643,38200,240,1,Rural,Private,37,63705,463244,2,Personal,Approved
LN2409,Female,No,1,Graduate,No,408557,181480,46100,360,1,Rural,Business,56,64130,133123,1,Personal,Approved
LN2410,Male,Yes,3,Not Graduate,Yes,237084,43950,54000,180,1,Semiurban,Private,52,49265,682543,2,Vehicle,Approved
LN2411,Female,Yes,1,Not Graduate,Yes,281187,187921,19200,240,1,Urban,Government,25,52330,216405,0,Vehicle,Approved
LN2412,Female,Yes,0,Not Graduate,No,369295,100500,85200,120,0,Rural,Government,58,22933,53174,2,Vehicle,Rejected
LN2413,Male,No,3,Not Graduate,Yes,157716,159116,96600,180,1,Semiurban,Government,38,35187,167769,1,Personal,Approved
LN2414,Male,No,1,Not Graduate,No,455891,125588,24100,360,1,Urban,Private,47,45791,347542,2,Home,Approved
LN2415,Male,No,3,Not Graduate,No,323725,15997,84800,360,1,Semiurban,Government,25,44900,479145,0,Home,Approved
LN2416,Male,No,0,Not Graduate,No,267450,79751,75200,120,1,Urban,Private,51,25074,185393,0,Personal,Approved
LN2417,Female,No,2,Not Graduate,No,273724,98605,80000,120,1,Semiurban,Business,51,66805,435693,2,Personal,Rejected
LN2418,Female,No,0,Graduate,Yes,303502,154983,109700,180,1,Urban,Government,43,46426,801331,1,Education,Approved
LN2419,Female,No,0,Graduate,No,244539,55533,14800,300,1,Urban,Government,32,59867,816868,2,Vehicle,Approved
LN2420,Female,Yes,0,Graduate,Yes,221999,82566,98000,120,1,Semiurban,Government,23,70642,236493,1,Vehicle,Approved
LN2421,Female,Yes,0,Graduate,Yes,214793,145643,65400,300,1,Rural,Business,33,20893,646923,1,Personal,Approved
LN2422,Female,Yes,2,Not Graduate,Yes,470321,108255,50300,240,1,Urban,Government,51,54158,860192,2,Personal,Rejected
LN2423,Male,Yes,2,Graduate,Yes,112289,189013,99100,360,1,Rural,Private,57,39773,978864,1,Home,Approved
LN2424,Female,Yes,3,Not Graduate,Yes,276048,58005,96400,300,0,Semiurban,Private,39,24239,715673,0,Personal,Approved
LN2425,Male,Yes,1,Graduate,Yes,274668,189784,70100,360,1,Rural,Government,47,40863,967106,2,Home,Rejected
LN2426,Male,Yes,2,Graduate,Yes,331513,43541,44000,300,1,Rural,Government,28,71415,817166,1,Personal,Approved
LN2427,Female,No,2,Graduate,Yes,357368,23387,80300,240,1,Rural,Business,22,23432,267070,0,Education,Approved
LN2428,Male,No,1,Not Graduate,Yes,186365,93980,41700,120,1,Rural,Business,47,55139,449017,2,Education,Approved
LN2429,Female,Yes,2,Graduate,Yes,330662,179980,71700,240,1,Rural,Business,44,73464,850562,0,Home,Rejected
LN2430,Male,Yes,0,Not Graduate,No,476158,85457,48100,120,1,Urban,Government,47,21515,981775,0,Vehicle,Approved
LN2431,Female,No,0,Not Graduate,No,275211,144129,33200,120,1,Urban,Business,27,51670,459291,0,Education,Approved
LN2432,Male,Yes,1,Graduate,No,279785,64028,91600,360,1,Urban,Business,27,68674,545671,1,Home,Approved
LN2433,Female,Yes,3,Graduate,Yes,172588,119246,65200,240,0,Semiurban,Private,29,59094,419359,2,Personal,Approved
LN2434,Female,No,3,Graduate,No,163646,55731,95500,300,1,Rural,Business,45,34605,200056,2,Personal,Approved
LN2435,Female,Yes,1,Not Graduate,No,365798,155930,91800,240,1,Urban,Private,43,76240,924527,1,Home,Approved
LN2436,Female,No,1,Graduate,No,380887,179761,28200,360,1,Semiurban,Private,40,25586,897374,2,Vehicle,Approved
LN2437,Female,Yes,0,Not Graduate,Yes,410512,44638,116400,120,1,Urban,Business,58,55685,193933,0,Home,Approved
LN2438,Male,No,3,Not Graduate,Yes,321097,177558,49600,360,1,Urban,Private,39,74883,148970,2,Home,Approved
LN2439,Male,No,2,Graduate,Yes,305244,20567,87800,180,1,Rural,Government,52,76838,132203,1,Education,Rejected
LN2440,Male,No,0,Graduate,Yes,499657,160811,100600,180,1,Semiurban,Government,58,68669,242319,0,Home,Rejected
LN2441,Female,Yes,1,Not Graduate,No,219735,57804,22600,300,1,Rural,Business,51,51186,250173,1,Home,Approved
LN2442,Male,No,3,Not Graduate,No,255683,108821,10000,360,1,Rural,Government,54,46928,551946,0,Personal,Approved
LN2443,Female,Yes,2,Not Graduate,No,482035,3754,11800,300,1,Urban,Private,31,52728,726337,0,Education,Approved
LN2444,Female,Yes,2,Graduate,No,207971,27044,68300,300,1,Rural,Government,58,37551,493833,2,Personal,Approved
LN2445,Male,Yes,0,Not Graduate,Yes,112149,67260,55500,180,1,Semiurban,Business,33,77454,267726,0,Personal,Rejected
LN2446,Male,Yes,3,Graduate,Yes,462246,66912,105600,300,1,Rural,Business,51,41493,924609,1,Vehicle,Approved
LN2447,Female,No,3,Not Graduate,Yes,421333,8706,54400,180,1,Rural,Private,48,40711,647190,2,Vehicle,Approved
LN2448,Male,No,1,Not Graduate,No,338976,8894,70100,120,1,Rural,Business,30,74962,142172,1,Education,Rejected
LN2449,Female,Yes,3,Graduate,Yes,433175,149109,20200,360,1,Urban,Government,42,40039,720990,0,Education,Approved
LN2450,Female,Yes,3,Not Graduate,Yes,142668,83986,108700,300,1,Semiurban,Business,33,56561,594344,1,Vehicle,Approved
LN2451,Female,No,0,Graduate,No,188204,81942,61900,180,0,Urban,Private,50,29947,188454,1,Vehicle,Approved
